,tenure,paperlessBilling,monthlyCharges,totalCharges,churn,gender,age,phoneService,multipleLines,onlineSecurity,onlineBackup,deviceProtection,techSupport,streamingTV,streamingMovies,paymentMethod_Bank transfer (automatic),paymentMethod_Credit card (automatic),paymentMethod_Electronic check,paymentMethod_Mailed check,internetService_DSL,internetService_Fiber optic,internetService_No
1698,51,1,97.8,8.514950678863457,1,1,21,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
1699,68,0,88.0,8.697011617992073,0,0,66,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0
1700,5,1,83.15,6.032486521630903,1,0,29,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1701,40,0,62.05,7.817222785508166,0,1,33,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0
1702,16,0,20.1,5.776413165691109,0,0,54,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1703,72,1,101.35,8.89538302138932,0,0,71,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0
1704,2,1,84.05,5.130490255904535,0,0,75,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1705,23,0,20.9,6.177321513636175,0,1,86,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1706,71,1,105.9,8.925308118983128,0,0,56,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0
1707,11,1,99.5,6.998966159035521,1,0,40,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
1708,1,1,44.15,3.8099902798629945,1,1,68,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1709,54,0,65.0,8.163656176168432,0,0,62,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
1710,68,0,90.2,8.721700155345419,0,0,60,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0
1711,21,1,19.95,6.040135656571636,0,1,67,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1712,13,1,83.2,6.9871208343628775,1,1,53,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
1713,31,1,93.8,7.97549590398316,0,1,28,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0
1714,52,1,89.25,8.442900586834382,0,1,67,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0
1715,46,1,94.15,8.373761523828588,0,0,78,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0
1716,11,1,55.6,6.417712194398675,0,0,88,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0
1717,71,0,19.9,7.254107122597794,0,0,69,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1718,1,1,19.4,3.0155349008501706,0,0,64,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1719,2,0,19.3,3.6788291182604347,0,0,54,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1720,1,1,95.1,4.565389315976247,1,1,64,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0
1721,41,1,79.85,8.094027345493712,0,0,69,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0
1722,72,0,25.55,7.517846884404757,0,1,51,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1723,6,1,75.5,6.118097198041348,1,1,43,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1724,4,1,73.75,5.69035945432406,1,0,21,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1725,12,1,96.05,7.050642766530684,1,1,38,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0
1726,1,1,70.6,4.2710950739666,0,1,84,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1727,4,0,19.0,4.343805421853684,0,1,86,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1728,58,1,44.1,7.8472936775759825,0,0,89,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1729,62,1,107.6,8.805704919608495,0,1,29,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0
1730,62,0,90.7,8.63486955471666,0,1,60,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0
1731,58,0,99.25,8.65825863169484,0,0,37,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0
1732,68,1,91.7,8.738190441072021,0,0,67,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0
1733,42,1,78.45,8.100434550763277,0,0,25,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0
1734,56,1,19.55,6.999239969104315,0,0,62,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1735,4,0,20.45,4.416428061391214,0,0,44,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1736,67,1,20.05,7.203665903847227,0,0,74,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1737,70,1,113.65,8.981744483650239,0,0,41,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0
1738,53,1,101.9,8.594468997823395,1,1,25,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0
1739,2,0,59.5,4.787491742782046,0,1,59,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
1740,68,1,83.0,8.638525476583762,1,0,75,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1741,12,1,69.85,6.732449057082087,0,1,76,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
1742,8,0,56.3,6.112353864383436,0,0,82,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1743,54,0,65.0,8.163656176168432,0,1,37,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0
1744,72,1,97.0,8.851520271691061,0,0,21,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0
1745,10,1,89.5,6.79794041297493,1,1,74,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
1746,28,1,70.4,7.586904949898229,0,0,25,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1747,51,1,93.8,8.473199505730348,1,1,82,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0
1748,53,0,19.55,6.944231845792155,0,0,63,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1749,53,0,65.0,8.144969417087875,0,1,52,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0
1750,70,1,94.8,8.800415333145924,0,0,73,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0
1751,11,1,54.6,6.39959277263563,0,0,21,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0
1752,18,1,94.7,7.441672233971525,1,1,52,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0
1753,72,1,104.15,8.922631632502174,1,1,36,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0
1754,71,1,90.55,8.768737593251199,0,0,71,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0
1755,34,1,60.8,7.634433942750874,0,0,21,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0
1756,29,1,98.8,7.960742389623971,0,1,58,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0
1757,40,1,98.15,8.27563105457801,0,1,26,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0
1758,36,0,35.35,7.149602815090119,0,1,83,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
1759,58,1,65.0,8.235095497258357,0,0,50,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0
1760,4,0,61.45,5.508578292031233,1,1,74,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1761,52,1,95.7,8.512662945329707,0,0,35,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0
1762,70,1,104.8,8.900685318713995,0,1,52,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0
1763,1,1,44.95,3.827553848801696,0,1,72,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1764,70,1,97.65,8.830031183749137,0,0,71,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
1765,29,1,35.65,6.942011767660227,0,0,28,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
1766,1,1,90.55,4.51688527112052,1,1,70,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
1767,67,1,85.25,8.650455797921007,0,0,71,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0
1768,30,1,25.1,6.625392368007956,0,0,36,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1769,48,1,100.05,8.477079279479662,0,0,66,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0
1770,31,1,83.85,7.863401330334351,0,0,69,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
1771,1,0,19.7,3.0301337002713233,0,1,86,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1772,15,1,91.5,7.225117505535328,0,0,30,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
1773,8,1,51.3,6.019565977218857,0,1,79,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1774,42,1,106.15,8.402747082023419,1,1,41,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0
1775,2,0,20.3,3.728100167267218,0,0,64,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1776,23,1,78.55,7.499782938141511,0,0,22,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0
1777,70,0,19.85,7.23741867367402,0,1,48,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1778,4,0,50.7,5.3171391207886245,0,0,42,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1779,19,1,45.0,6.752270376141742,0,1,46,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1780,38,1,83.45,8.062149108109008,0,0,53,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1781,2,1,73.25,4.993828175779875,1,1,59,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1782,52,0,20.1,6.95291983093651,0,0,82,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1783,26,1,90.1,7.759443487670634,0,0,59,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0
1784,44,1,70.95,8.046485314246135,0,1,37,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0
1785,3,0,29.2,4.484131857611035,0,0,81,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1786,25,0,74.3,7.527524989737307,0,1,57,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1787,2,1,69.3,4.938781190328272,0,0,60,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1788,43,1,75.2,8.081660551685678,1,1,57,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1789,44,1,54.0,7.773594467360194,0,1,83,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0
1790,66,1,104.25,8.836591930419587,0,1,73,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0
1791,68,0,19.95,7.213473713920017,0,1,39,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1792,9,1,24.95,5.418541863854405,0,1,21,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1793,19,1,84.75,7.384765554253397,0,1,78,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0
1794,4,0,19.75,4.382026634673881,0,1,28,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1795,60,1,110.6,8.800415333145924,0,1,56,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0
1796,17,1,55.5,6.850655686941565,0,1,26,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
1797,3,1,65.0,5.278114659230517,1,1,56,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1798,70,1,109.5,8.9445502459405,1,1,75,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0
1799,1,0,19.45,3.017982882488811,0,1,79,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1800,16,0,19.6,5.751301990624177,0,0,50,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1801,57,0,53.45,8.022126080816811,0,0,79,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
1802,37,0,19.8,6.597963920942255,0,1,34,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1803,72,0,112.1,8.996181338733438,0,0,33,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
1804,50,1,95.05,8.466636467799086,1,0,28,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0
1805,5,0,50.35,5.532400857900581,1,1,23,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1806,16,1,19.7,5.756374924775372,1,1,42,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1807,16,0,19.35,5.738505910714586,0,0,52,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1808,15,1,65.0,6.883462586413092,1,0,25,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
1809,10,1,19.8,5.293304824724492,0,0,46,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1810,46,1,105.2,8.484711321170984,1,0,60,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0
1811,1,1,79.15,4.383899879055562,0,0,36,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0
1812,25,0,53.65,7.202102589302679,0,1,87,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
1813,71,0,100.2,8.869988619756432,0,1,81,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0
1814,49,0,40.65,7.597321053958384,0,0,63,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1815,72,0,105.6,8.936456005208774,0,1,39,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
1816,50,1,95.7,8.47345026846832,0,0,31,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0
1817,71,0,83.2,8.68409649548181,0,1,54,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0
1818,71,0,97.65,8.844213758546323,0,1,56,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
1819,61,1,68.05,8.331357467162425,0,1,46,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0
1820,32,1,96.2,8.032490051795818,1,1,61,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0
1821,68,1,102.1,8.845604454082087,0,1,44,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0
1822,62,0,23.4,7.2805594448507405,0,1,31,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1823,6,0,19.45,4.7681390142662305,0,1,72,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1824,27,0,19.85,6.285904980304226,0,1,29,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1825,7,0,43.9,5.731073334892105,0,1,22,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1826,5,1,89.8,6.1092475827643655,1,1,51,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0
1827,30,1,65.0,7.576097340623111,0,1,38,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0
1828,1,1,50.75,3.9464244321454784,1,1,53,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1829,17,0,19.95,5.82938669679107,0,1,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1830,35,1,62.1,7.684554032037693,0,0,49,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
1831,32,1,79.5,7.841885928984623,0,0,73,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1832,28,1,19.55,6.307004947688159,0,0,69,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1833,1,1,20.35,3.0610517396746335,0,0,85,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1834,72,1,23.3,7.425715391648727,0,0,77,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1835,36,1,65.4,7.764465843407448,1,1,59,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0
1836,63,0,74.5,8.454146889698603,0,1,49,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0
1837,3,1,80.5,5.491001710377538,0,0,27,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1838,5,0,40.0,5.303304908059076,1,1,33,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0
1839,9,1,99.45,6.797996214989397,1,1,60,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0
1840,9,1,69.05,6.433663303827795,0,1,40,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0
1841,31,0,65.0,7.60887062919126,0,1,71,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
1842,2,1,86.25,5.156177599386914,1,0,38,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0
1843,1,1,45.65,3.8426729272933526,1,0,58,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1844,2,1,70.2,4.951592753462473,1,0,35,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1845,25,1,95.7,7.780512008832564,0,1,59,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0
1846,1,0,46.3,3.856510295497887,0,1,24,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1847,55,0,20.0,7.00397413672268,0,0,29,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1848,38,1,66.15,7.829908791124668,0,0,49,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
1849,2,0,45.85,4.529368472571809,1,1,63,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1850,38,0,65.0,7.81237820598861,0,1,65,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1851,34,1,49.8,7.434965931997451,0,1,65,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1852,70,1,101.75,8.871154456657287,0,0,27,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
1853,39,0,75.25,7.9847182362451905,1,1,22,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1854,12,1,100.15,7.092407451114374,1,0,83,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0
1855,21,1,73.7,7.3451711483221285,0,1,69,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1856,55,1,50.05,7.920718898116553,0,1,82,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0
1857,69,0,60.25,8.332849591670644,0,1,68,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0
1858,26,0,105.75,7.9195379923155125,1,1,28,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0
1859,47,0,54.25,7.844142712555414,0,1,70,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1860,72,0,85.3,8.723003384279096,0,0,52,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0
1861,33,1,50.0,7.409136443920128,0,1,30,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0
1862,9,1,65.0,6.373319789577012,0,1,64,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0
1863,17,1,25.15,6.060407417344892,0,1,47,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1864,4,0,20.95,4.440295542797857,1,0,63,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1865,1,1,49.55,3.9229629454664803,1,0,82,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1866,72,0,113.8,9.011230679736519,0,1,77,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
1867,11,0,19.7,5.3831179682405015,0,0,35,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1868,29,1,95.9,7.930961317200418,1,1,29,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0
1869,49,1,74.45,8.202222138726786,0,0,53,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0
1870,30,1,104.1,8.046869510959576,0,0,70,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0
1871,53,0,19.05,6.918348967193007,0,0,34,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1872,39,0,25.0,6.883462586413092,0,1,43,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1873,9,0,65.0,6.373319789577012,0,0,54,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1874,39,0,81.9,8.069373665226372,0,1,66,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
1875,71,1,24.65,7.468027993950882,0,1,38,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1876,70,1,19.55,7.222200988703133,0,0,43,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1877,1,0,25.25,3.2676659890376327,1,0,78,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1878,38,1,60.0,7.732369222284388,0,1,64,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0
1879,28,0,89.9,7.8312996395676,0,0,38,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0
1880,32,0,19.4,6.432618497624653,0,0,54,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1881,67,0,109.9,8.90439928025212,0,1,66,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0
1882,22,1,59.75,7.181972100480348,0,1,56,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1883,54,1,70.15,8.239883802858246,1,0,36,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0
1884,42,1,101.75,8.360422415466289,1,1,70,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0
1885,9,0,40.65,5.904953045160003,1,1,89,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
1886,46,1,101.0,8.443977129084978,1,1,23,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
1887,71,0,54.5,8.261138976644768,0,1,20,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1888,50,1,44.45,7.706837809950751,0,1,23,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0
1889,41,0,98.05,8.299298341537696,0,0,80,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0
1890,40,0,63.9,7.846589975291186,0,0,20,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0
1891,6,1,49.15,5.690021559406164,1,0,26,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1892,32,0,89.6,7.961439934295112,0,0,62,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0
1893,30,0,70.25,7.653732073186615,0,0,53,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0
1894,20,1,19.4,5.963579343618446,1,1,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1895,27,0,24.5,6.496020557860377,0,0,83,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1896,20,1,79.15,7.367708572374371,1,0,48,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0
1897,9,0,20.1,5.203457085524077,0,1,48,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1898,69,0,19.9,7.225554250337729,0,1,58,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1899,11,1,102.0,7.023758954738443,1,0,25,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0
1900,29,0,48.95,7.258799399548413,0,1,24,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1901,57,1,99.65,8.644891353785779,0,0,42,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0
1902,28,0,18.25,6.238324625039508,0,1,42,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1903,42,0,54.55,7.737223706900321,0,0,46,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1904,23,0,40.65,6.841562056247338,0,1,70,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0
1905,18,0,20.45,5.9110676100359525,0,0,58,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1906,3,1,96.6,5.672635745659364,1,0,78,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0
1907,67,1,88.8,8.691247333791765,0,1,76,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
1908,62,1,20.05,7.126167655920446,0,1,33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1909,57,1,65.0,8.217708406845306,1,0,82,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0
1910,2,1,69.8,4.9459189793765646,0,1,21,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1911,23,1,77.15,7.481809190905226,0,0,27,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0
1912,25,0,35.05,6.776792014463324,0,0,49,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1913,35,0,49.2,7.45182223652793,0,1,39,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0
1914,24,0,24.6,6.382492607418377,0,1,64,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1915,2,1,71.65,4.971894465779825,0,0,66,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1916,72,1,104.9,8.929806026882721,0,1,53,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
1917,4,0,49.35,5.290285194850773,1,1,89,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1918,48,0,78.9,8.239646251222641,0,1,81,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0
1919,60,1,109.45,8.789964651132264,0,1,49,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0
1920,1,0,65.0,4.189654742026425,0,1,75,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1921,4,1,76.05,5.720967299410302,1,1,73,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1922,42,0,66.5,7.935229539816907,0,0,26,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0
1923,1,0,49.55,3.9229629454664803,0,0,85,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1924,3,1,73.6,5.401776074916267,0,1,62,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1925,15,1,49.0,6.601230118728877,0,1,80,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1926,4,1,80.35,5.775793010632473,1,1,50,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1927,5,0,25.45,4.853981484050879,0,0,41,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1928,1,1,55.8,4.039536325727106,1,0,52,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
1929,72,1,110.9,8.985420243482869,0,1,28,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0
1930,57,0,19.9,7.034652212170488,0,0,29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1931,1,1,79.05,4.382651439442724,1,1,75,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1932,1,1,65.0,4.189654742026425,1,1,25,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0
1933,52,1,80.85,8.344077133701676,0,1,38,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0
1934,43,1,56.35,7.793194974039176,0,1,62,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1935,3,0,50.4,5.025195445427586,0,1,44,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1936,66,0,79.4,8.564343917202569,1,1,67,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0
1937,29,0,19.1,6.318787917331855,0,1,52,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1938,35,1,101.4,8.174702882469461,1,1,42,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
1939,27,1,75.75,7.623764128685345,0,1,78,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1940,58,1,95.3,8.617653721729871,0,0,63,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0
1941,9,0,19.85,5.191010513559528,0,1,79,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1942,2,0,19.3,3.6788291182604347,1,1,48,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1943,6,1,69.1,6.029723259225072,0,1,48,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1944,26,1,91.25,7.772120937991373,1,0,34,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
1945,8,1,54.75,6.0844994130751715,0,1,43,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
1946,12,1,65.0,6.660575149839686,0,1,76,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1947,15,1,49.1,6.603266088213975,1,0,29,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1948,66,1,90.95,8.700131224816102,0,0,82,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0
