,calculated_host_listings_count,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,days_past_last_review,bathrooms,bedrooms,beds,price,guests_included,extra_people,minimum_nights,maximum_nights,latitude,longitude,accommodates,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,Seniority_days,instant_bookable_0,instant_bookable_1,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,require_guest_profile_picture_0,require_guest_profile_picture_1,require_guest_phone_verification_0,require_guest_phone_verification_1,bed_type_Airbed,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed,has_availability_1,property_type_Apartment,property_type_Condominium,property_type_House,property_type_Other,property_type_Townhouse,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,host_is_superhost_0.0,host_is_superhost_1.0,host_has_profile_pic_0,host_has_profile_pic_1,host_has_profile_pic_1.1,host_identity_verified_0,host_identity_verified_1
719,3.0,18.0,91.0,10.0,10.0,10.0,10.0,40.0,1.0,1.0,1.0,69.0,1.0,20.0,2.0,30.0,47.57272109,-122.3073474,3.0,100.0,100.0,3.0,3.0,955.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
720,1.0,59.0,97.0,10.0,10.0,10.0,10.0,495.0,1.0,1.0,1.0,80.0,1.0,0.0,1.0,14.0,47.59043531,-122.30871,2.0,50.0,100.0,1.0,1.0,700.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
721,2.0,136.0,94.0,10.0,8.0,10.0,10.0,1344.0,1.0,1.0,1.0,55.0,1.0,8.0,1.0,5.0,47.57181252,-122.3053812,2.0,90.0,100.0,2.0,2.0,1312.0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1
722,3.0,68.0,91.0,9.0,10.0,10.0,10.0,744.0,1.0,1.0,1.0,69.0,1.0,20.0,2.0,30.0,47.57169368,-122.3095081,3.0,100.0,100.0,3.0,3.0,955.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
723,2.0,35.0,98.0,10.0,10.0,10.0,10.0,324.0,1.0,1.0,1.0,65.0,1.0,0.0,1.0,90.0,47.57418492,-122.2993851,3.0,100.0,100.0,2.0,2.0,655.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
724,2.0,34.0,95.0,9.0,10.0,9.0,10.0,324.0,1.5,1.0,1.0,60.0,1.0,10.0,1.0,5.0,47.58875312,-122.3110762,1.0,100.0,100.0,2.0,2.0,919.0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
725,1.0,5.0,100.0,9.0,9.0,10.0,9.0,700.0,2.5,1.0,2.0,105.0,1.0,0.0,7.0,360.0,47.59214118,-122.319354,1.0,100.0,100.0,1.0,1.0,1176.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
726,11.0,15.0,98.0,10.0,10.0,10.0,10.0,747.0,1.0,1.0,1.0,69.0,1.0,15.0,1.0,30.0,47.57625195,-122.3036759,2.0,89.0,100.0,11.0,11.0,1713.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
727,1.0,80.0,98.0,10.0,10.0,10.0,10.0,920.0,1.0,2.0,2.0,108.0,2.0,15.0,3.0,30.0,47.57576948,-122.3163621,4.0,100.0,100.0,1.0,1.0,1581.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
728,1.0,7.0,91.0,10.0,9.0,10.0,10.0,141.0,1.0,1.0,2.0,120.0,1.0,0.0,1.0,4.0,47.59188627,-122.3182226,3.0,100.0,79.73,1.0,1.0,443.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
729,1.0,1.0,80.0,10.0,6.0,10.0,10.0,0.0,2.5,2.0,2.0,120.0,2.0,20.0,2.0,7.0,47.58880186,-122.3152557,5.0,81.89,79.73,1.0,1.0,627.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
730,1.0,10.0,98.0,9.0,8.0,10.0,10.0,-88.0,1.0,1.0,1.0,60.0,1.0,0.0,1.0,15.0,47.58360071,-122.3139827,1.0,100.0,100.0,1.0,1.0,1875.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
731,3.0,67.0,94.0,10.0,10.0,10.0,10.0,416.0,1.0,1.0,1.0,36.0,1.0,0.0,1.0,5.0,47.57582992,-122.3034845,1.0,100.0,100.0,3.0,3.0,622.0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
732,1.0,109.0,95.0,10.0,10.0,10.0,10.0,1067.0,1.0,1.0,1.0,95.0,1.0,0.0,1.0,30.0,47.57906732,-122.3153881,2.0,100.0,100.0,1.0,1.0,1230.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
733,1.0,93.0,96.0,10.0,10.0,10.0,10.0,265.0,1.0,1.0,2.0,75.0,2.0,20.0,1.0,10.0,47.59177919,-122.3184622,3.0,100.0,100.0,1.0,1.0,381.0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
734,2.0,13.0,97.0,10.0,10.0,10.0,10.0,189.0,1.0,1.0,1.0,60.0,1.0,20.0,1.0,200.0,47.58646053,-122.3150498,2.0,100.0,100.0,3.0,3.0,374.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
735,3.0,46.0,95.0,10.0,9.0,10.0,10.0,434.0,1.0,1.0,1.0,37.0,1.0,0.0,1.0,5.0,47.57660541,-122.3019341,1.0,100.0,100.0,3.0,3.0,622.0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
736,2.0,3.0,100.0,9.0,10.0,10.0,10.0,95.0,1.0,1.0,1.0,85.0,1.0,20.0,1.0,200.0,47.58786144,-122.3139753,2.0,100.0,100.0,3.0,3.0,374.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
737,2.0,68.0,94.0,10.0,10.0,10.0,10.0,358.0,1.0,1.0,2.0,105.0,2.0,15.0,2.0,29.0,47.53898625,-122.2779913,5.0,100.0,100.0,2.0,2.0,1487.0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
738,1.0,0.0,94.54,9.64,9.56,9.79,9.81,0.0,1.0,1.0,1.0,40.0,1.0,0.0,1.0,2.0,47.53540734,-122.2798306,1.0,81.89,100.0,1.0,1.0,687.0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1
739,21.0,15.0,92.0,10.0,9.0,9.0,8.0,-39.0,1.0,1.0,2.0,35.0,1.0,10.0,1.0,29.0,47.5455204,-122.2698859,3.0,98.0,100.0,21.0,21.0,427.0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
740,1.0,31.0,97.0,10.0,10.0,10.0,10.0,211.0,1.0,1.0,1.0,65.0,1.0,0.0,1.0,30.0,47.54438844,-122.2831237,2.0,100.0,100.0,1.0,1.0,370.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
741,2.0,25.0,96.0,9.0,9.0,10.0,10.0,526.0,1.0,1.0,1.0,45.0,2.0,0.0,3.0,90.0,47.54561306,-122.2725734,2.0,100.0,100.0,2.0,2.0,2258.0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
742,1.0,17.0,96.0,10.0,9.0,10.0,10.0,462.0,1.0,1.0,1.0,85.0,2.0,0.0,2.0,90.0,47.54517279,-122.2701356,2.0,100.0,100.0,1.0,1.0,1114.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
743,2.0,9.0,89.0,10.0,9.0,10.0,10.0,336.0,2.5,3.0,3.0,150.0,1.0,0.0,3.0,30.0,47.51750416,-122.3646836,5.0,100.0,79.73,2.0,2.0,573.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
744,1.0,9.0,96.0,9.0,10.0,9.0,10.0,505.0,1.0,1.0,1.0,95.0,1.0,25.0,1.0,21.0,47.52793652,-122.3636744,3.0,100.0,79.73,1.0,1.0,887.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
745,1.0,24.0,98.0,10.0,10.0,10.0,10.0,165.0,1.0,0.0,1.0,79.0,2.0,18.0,1.0,30.0,47.51944886,-122.3624994,4.0,100.0,100.0,1.0,1.0,1172.0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
746,2.0,2.0,90.0,9.0,9.0,10.0,10.0,252.0,1.0,1.0,1.0,70.0,1.0,0.0,2.0,7.0,47.51769742,-122.3652994,2.0,100.0,79.73,2.0,2.0,573.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
747,2.0,0.0,94.54,9.64,9.56,9.79,9.81,0.0,1.0,1.0,1.0,50.0,1.0,0.0,1.0,13.0,47.51913837,-122.3593716,2.0,100.0,100.0,2.0,2.0,334.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
748,1.0,297.0,96.0,10.0,10.0,10.0,10.0,2094.0,1.0,1.0,1.0,48.0,1.0,5.0,3.0,28.0,47.5239795,-122.3598906,2.0,100.0,100.0,1.0,1.0,2586.0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
749,1.0,106.0,96.0,10.0,10.0,10.0,10.0,371.0,1.0,1.0,1.0,65.0,1.0,0.0,2.0,10.0,47.53078495,-122.355458,2.0,100.0,100.0,1.0,1.0,637.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
750,2.0,72.0,93.0,10.0,10.0,10.0,10.0,944.0,1.0,3.0,3.0,99.0,3.0,25.0,2.0,33.0,47.52987253,-122.3598233,6.0,100.0,100.0,2.0,2.0,1111.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
751,1.0,3.0,100.0,10.0,10.0,10.0,10.0,-120.0,1.0,1.0,1.0,110.0,1.0,0.0,3.0,30.0,47.67606576,-122.2768835,3.0,100.0,100.0,1.0,1.0,208.0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
752,1.0,1.0,100.0,10.0,10.0,10.0,10.0,0.0,2.0,4.0,4.0,244.0,1.0,0.0,3.0,4.0,47.67786913,-122.2718302,6.0,81.89,79.73,1.0,1.0,746.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
753,1.0,1.0,100.0,10.0,10.0,10.0,10.0,0.0,1.0,2.0,3.0,125.0,1.0,0.0,2.0,31.0,47.67647014,-122.2681827,5.0,100.0,100.0,1.0,1.0,325.0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
754,1.0,0.0,94.54,9.64,9.56,9.79,9.81,0.0,1.0,1.0,1.0,150.0,4.0,20.0,2.0,180.0,47.5267396,-122.2747999,4.0,81.89,79.73,1.0,1.0,1322.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
755,1.0,3.0,100.0,10.0,10.0,10.0,10.0,348.0,2.0,3.0,2.0,65.0,1.0,0.0,7.0,60.0,47.52765189,-122.2659662,4.0,100.0,100.0,1.0,1.0,222.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
756,2.0,7.0,94.0,9.0,8.0,10.0,9.0,161.0,1.0,1.0,1.0,45.0,1.0,25.0,1.0,1.0,47.52413533,-122.2759764,4.0,100.0,100.0,2.0,2.0,717.0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1
757,1.0,18.0,96.0,9.0,9.0,10.0,10.0,674.0,2.0,1.0,1.0,68.0,2.0,0.0,2.0,30.0,47.52751064,-122.2666278,2.0,81.89,79.73,1.0,1.0,1487.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
758,4.0,2.0,100.0,10.0,10.0,10.0,10.0,45.0,1.0,1.0,1.0,50.0,1.0,15.0,2.0,30.0,47.53066673,-122.275409,2.0,88.0,100.0,4.0,4.0,2729.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
759,1.0,32.0,95.0,9.0,9.0,10.0,10.0,1468.0,1.0,1.0,2.0,88.0,1.0,50.0,1.0,365.0,47.5114572,-122.256081,3.0,81.89,79.73,1.0,1.0,1719.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
760,1.0,3.0,100.0,9.0,10.0,10.0,10.0,76.0,1.0,1.0,1.0,60.0,2.0,10.0,1.0,14.0,47.51745341,-122.2581861,2.0,100.0,100.0,1.0,1.0,311.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
761,1.0,144.0,93.0,9.0,10.0,10.0,9.0,380.0,1.0,1.0,1.0,60.0,2.0,20.0,1.0,30.0,47.50839421,-122.2582386,2.0,75.0,100.0,1.0,1.0,844.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
762,1.0,29.0,94.0,9.0,10.0,10.0,10.0,253.0,1.0,0.0,1.0,80.0,1.0,0.0,2.0,10.0,47.56086617,-122.2861241,2.0,67.0,100.0,1.0,1.0,487.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
763,1.0,179.0,97.0,10.0,10.0,10.0,10.0,1677.0,1.0,1.0,1.0,99.0,2.0,25.0,2.0,14.0,47.56129704,-122.2812186,2.0,100.0,100.0,1.0,1.0,1691.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
764,1.0,151.0,96.0,10.0,10.0,10.0,10.0,1211.0,1.0,1.0,2.0,75.0,2.0,10.0,2.0,365.0,47.56051111,-122.2789483,4.0,100.0,100.0,1.0,1.0,1411.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
765,2.0,51.0,87.0,9.0,9.0,9.0,9.0,474.0,1.0,1.0,1.0,110.0,1.0,20.0,2.0,29.0,47.55284232,-122.2778936,2.0,100.0,100.0,2.0,2.0,1820.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
766,1.0,138.0,92.0,9.0,9.0,10.0,10.0,1084.0,1.0,2.0,3.0,125.0,4.0,20.0,2.0,100.0,47.5567267,-122.2861833,6.0,100.0,100.0,1.0,1.0,945.0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
767,1.0,38.0,96.0,10.0,10.0,10.0,10.0,571.0,1.0,1.0,1.0,90.0,2.0,0.0,7.0,100.0,47.55634092,-122.2839689,3.0,100.0,100.0,1.0,1.0,1036.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
768,2.0,7.0,71.0,7.0,7.0,9.0,10.0,-93.0,2.0,3.0,5.0,195.0,6.0,25.0,3.0,365.0,47.54771697,-122.2738361,10.0,100.0,100.0,6.0,6.0,713.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
769,1.0,80.0,96.0,10.0,10.0,10.0,10.0,416.0,1.0,1.0,1.0,100.0,1.0,0.0,2.0,29.0,47.5537712,-122.283684,2.0,100.0,100.0,1.0,1.0,1455.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
770,1.0,17.0,99.0,10.0,10.0,10.0,10.0,43.0,1.0,1.0,1.0,55.0,1.0,10.0,2.0,5.0,47.56998518,-122.2972722,2.0,100.0,100.0,1.0,1.0,950.0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
771,1.0,22.0,92.0,9.0,9.0,10.0,10.0,171.0,1.0,1.0,1.0,65.0,2.0,0.0,2.0,35.0,47.5472378,-122.2731226,2.0,81.89,79.73,1.0,1.0,636.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
772,1.0,88.0,97.0,10.0,10.0,10.0,10.0,460.0,1.0,3.0,4.0,115.0,4.0,20.0,2.0,13.0,47.56791474,-122.2907356,6.0,100.0,100.0,1.0,1.0,977.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
773,1.0,4.0,95.0,9.0,10.0,10.0,10.0,389.0,2.0,3.0,3.0,220.0,4.0,25.0,2.0,7.0,47.56791074,-122.2933884,6.0,81.89,79.73,1.0,1.0,1212.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
774,1.0,1.0,97.0,10.0,10.0,10.0,10.0,0.0,2.5,3.0,2.0,150.0,1.0,0.0,7.0,30.0,47.56252751,-122.2924398,6.0,81.89,79.73,1.0,1.0,1209.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
775,2.0,15.0,95.0,10.0,10.0,10.0,10.0,1159.0,1.0,1.0,2.0,90.0,2.0,20.0,1.0,30.0,47.56961535,-122.2939553,2.0,100.0,100.0,2.0,2.0,1349.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
776,1.0,0.0,94.54,9.64,9.56,9.79,9.81,0.0,1.5,2.0,2.0,175.0,3.0,0.0,7.0,150.0,47.5521044,-122.2810286,4.0,81.89,79.73,1.0,1.0,1436.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
777,1.0,7.0,94.0,9.0,10.0,9.0,9.0,187.0,1.0,3.0,4.0,199.0,4.0,20.0,2.0,180.0,47.561852,-122.2785647,6.0,100.0,100.0,1.0,1.0,1740.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
778,1.0,24.0,97.0,10.0,10.0,10.0,10.0,712.0,1.5,1.0,1.0,58.0,1.0,25.0,3.0,180.0,47.55142192,-122.2808747,2.0,81.89,79.73,1.0,1.0,1234.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
779,2.0,4.0,100.0,10.0,10.0,10.0,10.0,68.0,1.0,1.0,1.0,35.0,1.0,15.0,1.0,4.0,47.55195232,-122.2878219,2.0,70.0,100.0,2.0,2.0,157.0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
780,1.0,16.0,94.0,10.0,9.0,10.0,10.0,376.0,3.0,4.0,5.0,300.0,8.0,25.0,3.0,31.0,47.56432648,-122.288292,8.0,70.0,100.0,1.0,1.0,1175.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
781,1.0,0.0,94.54,9.64,9.56,9.79,9.81,0.0,1.0,1.0,1.0,50.0,1.0,0.0,1.0,3.0,47.55241212,-122.2741805,1.0,100.0,79.73,1.0,1.0,1147.0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
782,3.0,1.0,100.0,10.0,10.0,10.0,10.0,0.0,1.0,1.0,1.0,49.0,1.0,25.0,2.0,15.0,47.58900743,-122.2974334,2.0,100.0,100.0,3.0,3.0,227.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
783,1.0,26.0,98.0,10.0,10.0,10.0,10.0,111.0,1.0,1.0,1.0,70.0,1.0,0.0,1.0,30.0,47.57868658,-122.2915246,2.0,100.0,100.0,1.0,1.0,261.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
784,1.0,0.0,94.54,9.64,9.56,9.79,9.81,0.0,1.0,1.0,1.0,74.0,1.0,0.0,1.0,60.0,47.57376352,-122.2943417,2.0,81.89,79.73,1.0,1.0,108.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
785,1.0,19.0,93.0,9.0,9.0,10.0,10.0,813.0,3.0,3.0,3.0,150.0,1.0,50.0,1.0,7.0,47.57931035,-122.292886,7.0,81.89,79.73,1.0,1.0,2182.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
786,1.0,0.0,94.54,9.64,9.56,9.79,9.81,0.0,1.5,4.0,3.0,175.0,1.0,0.0,3.0,14.0,47.57978356,-122.2917295,4.0,100.0,79.73,1.0,1.0,1277.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
787,3.0,190.0,96.0,10.0,10.0,10.0,10.0,449.0,1.0,1.0,1.0,42.0,1.0,35.0,1.0,20.0,47.56840825,-122.286214,1.0,90.0,100.0,3.0,3.0,1312.0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
788,2.0,56.0,90.0,9.0,9.0,10.0,10.0,826.0,1.0,1.0,1.0,85.0,1.0,15.0,2.0,14.0,47.56947326,-122.2801065,3.0,100.0,100.0,2.0,2.0,1820.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
789,1.0,69.0,95.0,10.0,10.0,10.0,10.0,1007.0,1.0,1.0,3.0,90.0,2.0,15.0,3.0,45.0,47.58357241,-122.295901,5.0,100.0,100.0,1.0,1.0,1207.0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
790,2.0,28.0,100.0,10.0,10.0,10.0,10.0,106.0,1.0,1.0,1.0,99.0,1.0,0.0,2.0,7.0,47.56840749,-122.2812188,2.0,100.0,100.0,2.0,2.0,510.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
791,2.0,0.0,94.54,9.64,9.56,9.79,9.81,0.0,1.0,1.0,1.0,80.0,2.0,0.0,2.0,15.0,47.57793514,-122.2940517,2.0,100.0,100.0,2.0,2.0,1086.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
792,2.0,20.0,96.0,10.0,10.0,10.0,10.0,159.0,1.0,1.0,1.0,105.0,2.0,20.0,2.0,30.0,47.56700879,-122.2811012,2.0,100.0,100.0,2.0,2.0,510.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
793,1.0,90.0,96.0,10.0,10.0,10.0,10.0,924.0,1.5,1.0,1.0,92.0,2.0,0.0,2.0,365.0,47.56904276,-122.282822,2.0,100.0,100.0,1.0,1.0,1076.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
794,1.0,18.0,98.0,10.0,10.0,10.0,10.0,113.0,1.0,1.0,1.0,69.0,1.0,0.0,2.0,7.0,47.57963608,-122.2934111,2.0,100.0,100.0,1.0,1.0,936.0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
795,2.0,39.0,92.0,9.0,9.0,10.0,10.0,1048.0,1.0,1.0,1.0,75.0,1.0,15.0,2.0,90.0,47.57549925,-122.2906448,2.0,100.0,100.0,2.0,2.0,1254.0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
796,1.0,40.0,97.0,10.0,10.0,10.0,10.0,1137.0,2.0,1.0,2.0,105.0,2.0,30.0,2.0,365.0,47.56597401,-122.2841333,3.0,100.0,100.0,1.0,1.0,1268.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
797,2.0,8.0,85.0,8.0,9.0,9.0,10.0,-76.0,1.0,2.0,3.0,150.0,2.0,50.0,3.0,30.0,47.58985145,-122.2951315,6.0,100.0,100.0,2.0,2.0,510.0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
798,1.0,32.0,94.0,9.0,9.0,10.0,10.0,547.0,1.0,1.0,1.0,80.0,2.0,0.0,2.0,28.0,47.56576986,-122.2850074,2.0,100.0,100.0,1.0,1.0,638.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
799,1.0,67.0,99.0,10.0,10.0,10.0,10.0,419.0,1.0,1.0,1.0,68.0,2.0,10.0,2.0,21.0,47.57124346,-122.2907883,2.0,100.0,100.0,1.0,1.0,1228.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
800,3.0,1.0,100.0,10.0,10.0,10.0,10.0,0.0,1.0,1.0,1.0,49.0,1.0,25.0,2.0,15.0,47.58683748,-122.2952623,2.0,100.0,100.0,3.0,3.0,227.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
